software_a,software_b,tipo_evento,caso_uso_resumido,titulo_pagina,slug_url,descricao_curta,json_n8n_url,passos_resumo,tags
Salesforce,HubSpot,Email,Captura e processamento automático de dados,Como integrar Salesforce com HubSpot para email usando N8N,salesforce-para-hubspot-n8n-email,Automatize email integrando Salesforce e HubSpot com N8N. Captura e processamento automático de dados.,https://n8n.io/workflows/2012,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"acquisition,booking,hr"
Salesforce,HubSpot,Webhook,Gerenciamento de relacionamento com clientes,Como integrar Salesforce com HubSpot para webhook usando N8N,salesforce-para-hubspot-n8n-webhook,Automatize webhook integrando Salesforce e HubSpot com N8N. Gerenciamento de relacionamento com clientes.,https://n8n.io/workflows/2013,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"automacao,ecommerce,filter"
Salesforce,HubSpot,API Call,Notificação e alerta de eventos importantes,Como integrar Salesforce com HubSpot para api call usando N8N,salesforce-para-hubspot-n8n-api call,Automatize api call integrando Salesforce e HubSpot com N8N. Notificação e alerta de eventos importantes.,https://n8n.io/workflows/2014,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"ecommerce,validation,acquisition"
Salesforce,HubSpot,Atualização,Aumento de produtividade,Como integrar Salesforce com HubSpot para atualização usando N8N,salesforce-para-hubspot-n8n-atualização,Automatize atualização integrando Salesforce e HubSpot com N8N. Aumento de produtividade.,https://n8n.io/workflows/2015,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"marketing,inventory,trigger"
Salesforce,HubSpot,Criação,Sincronização em tempo real entre plataformas,Como integrar Salesforce com HubSpot para criação usando N8N,salesforce-para-hubspot-n8n-criação,Automatize criação integrando Salesforce e HubSpot com N8N. Sincronização em tempo real entre plataformas.,https://n8n.io/workflows/2016,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"saas,customer-support,marketing"
Salesforce,HubSpot,Exclusão,Escalabilidade de processos,Como integrar Salesforce com HubSpot para exclusão usando N8N,salesforce-para-hubspot-n8n-exclusão,Automatize exclusão integrando Salesforce e HubSpot com N8N. Escalabilidade de processos.,https://n8n.io/workflows/2017,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"saas,webhook,social"
Salesforce,HubSpot,Backup,Melhoria de experiência do cliente,Como integrar Salesforce com HubSpot para backup usando N8N,salesforce-para-hubspot-n8n-backup,Automatize backup integrando Salesforce e HubSpot com N8N. Melhoria de experiência do cliente.,https://n8n.io/workflows/2018,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"b2b,backup,project-management"
Salesforce,HubSpot,Sincronização,Otimização de processos,Como integrar Salesforce com HubSpot para sincronização usando N8N,salesforce-para-hubspot-n8n-sincronização,Automatize sincronização integrando Salesforce e HubSpot com N8N. Otimização de processos.,https://n8n.io/workflows/2019,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"b2b,filter,b2c"
Salesforce,HubSpot,Relatório,Fluxo de trabalho com aprovações,Como integrar Salesforce com HubSpot para relatório usando N8N,salesforce-para-hubspot-n8n-relatório,Automatize relatório integrando Salesforce e HubSpot com N8N. Fluxo de trabalho com aprovações.,https://n8n.io/workflows/2020,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"filter,reporting,import"
Salesforce,HubSpot,Alerta,Atendimento ao cliente 24/7,Como integrar Salesforce com HubSpot para alerta usando N8N,salesforce-para-hubspot-n8n-alerta,Automatize alerta integrando Salesforce e HubSpot com N8N. Atendimento ao cliente 24/7.,https://n8n.io/workflows/2021,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"notificacao,vendas,customer-support"
Salesforce,HubSpot,Importação,Organização de eventos e agendamentos,Como integrar Salesforce com HubSpot para importação usando N8N,salesforce-para-hubspot-n8n-importação,Automatize importação integrando Salesforce e HubSpot com N8N. Organização de eventos e agendamentos.,https://n8n.io/workflows/2022,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"saas,inventory,marketing"
Salesforce,HubSpot,Exportação,Notificação para equipes,Como integrar Salesforce com HubSpot para exportação usando N8N,salesforce-para-hubspot-n8n-exportação,Automatize exportação integrando Salesforce e HubSpot com N8N. Notificação para equipes.,https://n8n.io/workflows/2023,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"notificacao,import,acquisition"
Salesforce,HubSpot,Transformação,Aumento de produtividade,Como integrar Salesforce com HubSpot para transformação usando N8N,salesforce-para-hubspot-n8n-transformação,Automatize transformação integrando Salesforce e HubSpot com N8N. Aumento de produtividade.,https://n8n.io/workflows/2024,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"trigger,filter,social"
Salesforce,HubSpot,Filtro,Geração de relatórios automatizados,Como integrar Salesforce com HubSpot para filtro usando N8N,salesforce-para-hubspot-n8n-filtro,Automatize filtro integrando Salesforce e HubSpot com N8N. Geração de relatórios automatizados.,https://n8n.io/workflows/2025,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"enterprise,trigger,marketing"
Salesforce,HubSpot,Validação,Automação de email marketing,Como integrar Salesforce com HubSpot para validação usando N8N,salesforce-para-hubspot-n8n-validação,Automatize validação integrando Salesforce e HubSpot com N8N. Automação de email marketing.,https://n8n.io/workflows/2026,Conectar Trigger Salesforce|Validar dados|Formatar para HubSpot|Enviar/Criar no HubSpot|Registrar resultado,"sync,chat,import"
Salesforce,Pipedrive,Lead,Redução de custos operacionais,Como integrar Salesforce com Pipedrive para lead usando N8N,salesforce-para-pipedrive-n8n-lead,Automatize lead integrando Salesforce e Pipedrive com N8N. Redução de custos operacionais.,https://n8n.io/workflows/2027,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"integracao,automacao,notificacao"
Salesforce,Pipedrive,Venda,Criação de leads qualificados,Como integrar Salesforce com Pipedrive para venda usando N8N,salesforce-para-pipedrive-n8n-venda,Automatize venda integrando Salesforce e Pipedrive com N8N. Criação de leads qualificados.,https://n8n.io/workflows/2028,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"filter,performance,b2b"
Salesforce,Pipedrive,Notificação,Fluxo de trabalho com aprovações,Como integrar Salesforce com Pipedrive para notificação usando N8N,salesforce-para-pipedrive-n8n-notificação,Automatize notificação integrando Salesforce e Pipedrive com N8N. Fluxo de trabalho com aprovações.,https://n8n.io/workflows/2029,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"enterprise,crm,social"
Salesforce,Pipedrive,Formulário,Escalabilidade de processos,Como integrar Salesforce com Pipedrive para formulário usando N8N,salesforce-para-pipedrive-n8n-formulário,Automatize formulário integrando Salesforce e Pipedrive com N8N. Escalabilidade de processos.,https://n8n.io/workflows/2030,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"social,analytics,automacao"
Salesforce,Pipedrive,Contato,Redução de custos operacionais,Como integrar Salesforce com Pipedrive para contato usando N8N,salesforce-para-pipedrive-n8n-contato,Automatize contato integrando Salesforce e Pipedrive com N8N. Redução de custos operacionais.,https://n8n.io/workflows/2031,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"export,filter,automacao"
Salesforce,Pipedrive,Pedido,Escalabilidade de processos,Como integrar Salesforce com Pipedrive para pedido usando N8N,salesforce-para-pipedrive-n8n-pedido,Automatize pedido integrando Salesforce e Pipedrive com N8N. Escalabilidade de processos.,https://n8n.io/workflows/2032,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"sme,payment,automacao"
Salesforce,Pipedrive,Pagamento,Centralização de dados empresariais,Como integrar Salesforce com Pipedrive para pagamento usando N8N,salesforce-para-pipedrive-n8n-pagamento,Automatize pagamento integrando Salesforce e Pipedrive com N8N. Centralização de dados empresariais.,https://n8n.io/workflows/2033,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"notificacao,hr,inventory"
Salesforce,Pipedrive,Evento,Controle de inventário e estoque,Como integrar Salesforce com Pipedrive para evento usando N8N,salesforce-para-pipedrive-n8n-evento,Automatize evento integrando Salesforce e Pipedrive com N8N. Controle de inventário e estoque.,https://n8n.io/workflows/2034,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"finance,marketing,notificacao"
Salesforce,Pipedrive,Chat,Captura e processamento automático de dados,Como integrar Salesforce com Pipedrive para chat usando N8N,salesforce-para-pipedrive-n8n-chat,Automatize chat integrando Salesforce e Pipedrive com N8N. Captura e processamento automático de dados.,https://n8n.io/workflows/2035,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"sync,project-management,filter"
Salesforce,Pipedrive,Comentário,Gestão de tickets e suporte,Como integrar Salesforce com Pipedrive para comentário usando N8N,salesforce-para-pipedrive-n8n-comentário,Automatize comentário integrando Salesforce e Pipedrive com N8N. Gestão de tickets e suporte.,https://n8n.io/workflows/2036,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"analytics,otimizacao,email"
Salesforce,Pipedrive,Post,Captura e processamento automático de dados,Como integrar Salesforce com Pipedrive para post usando N8N,salesforce-para-pipedrive-n8n-post,Automatize post integrando Salesforce e Pipedrive com N8N. Captura e processamento automático de dados.,https://n8n.io/workflows/2037,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"integracao,acquisition,transform"
Salesforce,Pipedrive,Agendamento,Aumento de produtividade,Como integrar Salesforce com Pipedrive para agendamento usando N8N,salesforce-para-pipedrive-n8n-agendamento,Automatize agendamento integrando Salesforce e Pipedrive com N8N. Aumento de produtividade.,https://n8n.io/workflows/2038,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"marketing,startup,schedule"
Salesforce,Pipedrive,Email,Notificação e alerta de eventos importantes,Como integrar Salesforce com Pipedrive para email usando N8N,salesforce-para-pipedrive-n8n-email,Automatize email integrando Salesforce e Pipedrive com N8N. Notificação e alerta de eventos importantes.,https://n8n.io/workflows/2039,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"otimizacao,chat,performance"
Salesforce,Pipedrive,Webhook,Conformidade e segurança,Como integrar Salesforce com Pipedrive para webhook usando N8N,salesforce-para-pipedrive-n8n-webhook,Automatize webhook integrando Salesforce e Pipedrive com N8N. Conformidade e segurança.,https://n8n.io/workflows/2040,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"security,crm,import"
Salesforce,Pipedrive,API Call,Integração com redes sociais,Como integrar Salesforce com Pipedrive para api call usando N8N,salesforce-para-pipedrive-n8n-api call,Automatize api call integrando Salesforce e Pipedrive com N8N. Integração com redes sociais.,https://n8n.io/workflows/2041,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"social,sync,backup"
Salesforce,Pipedrive,Atualização,Enriquecimento de contatos,Como integrar Salesforce com Pipedrive para atualização usando N8N,salesforce-para-pipedrive-n8n-atualização,Automatize atualização integrando Salesforce e Pipedrive com N8N. Enriquecimento de contatos.,https://n8n.io/workflows/2042,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"cultura,accounting,growth"
Salesforce,Pipedrive,Criação,Otimização de processos,Como integrar Salesforce com Pipedrive para criação usando N8N,salesforce-para-pipedrive-n8n-criação,Automatize criação integrando Salesforce e Pipedrive com N8N. Otimização de processos.,https://n8n.io/workflows/2043,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"chat,reporting,sync"
Salesforce,Pipedrive,Exclusão,Geração de relatórios automatizados,Como integrar Salesforce com Pipedrive para exclusão usando N8N,salesforce-para-pipedrive-n8n-exclusão,Automatize exclusão integrando Salesforce e Pipedrive com N8N. Geração de relatórios automatizados.,https://n8n.io/workflows/2044,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"integracao,payment,accounting"
Salesforce,Pipedrive,Backup,Fluxo de trabalho com aprovações,Como integrar Salesforce com Pipedrive para backup usando N8N,salesforce-para-pipedrive-n8n-backup,Automatize backup integrando Salesforce e Pipedrive com N8N. Fluxo de trabalho com aprovações.,https://n8n.io/workflows/2045,Conectar Trigger Salesforce|Validar dados|Formatar para Pipedrive|Enviar/Criar no Pipedrive|Registrar resultado,"api,crm,schedule"
